service	pod	key	value
wrk2api	wrk2api-service-sbrev0-ctr-cw792	spans_received	236821
wrk2api	wrk2api-service-sbrev0-ctr-cw792	spans_flushed	236821
wrk2api	wrk2api-service-sbrev0-ctr-cw792	spans_sent	236821
wrk2api	wrk2api-service-sbrev0-ctr-cw792	batches_sent	9668
wrk2api	wrk2api-service-sbrev0-ctr-cw792	spans_dropped	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	batches_dropped	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	cp_received	118410
wrk2api	wrk2api-service-sbrev0-ctr-cw792	lp_received	118411
wrk2api	wrk2api-service-sbrev0-ctr-cw792	cp_sent	118410
wrk2api	wrk2api-service-sbrev0-ctr-cw792	lp_sent	118411
wrk2api	wrk2api-service-sbrev0-ctr-cw792	cp_dropped	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	lp_dropped	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	send_deadline	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	send_unavailable	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	send_exhausted	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	send_canceled	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	send_other	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	hp_buffer_depth	0
wrk2api	wrk2api-service-sbrev0-ctr-cw792	lp_buffer_depth	0
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	spans_received	8165425
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	spans_flushed	8165425
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	spans_sent	8165425
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	batches_sent	36754
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	spans_dropped	0
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	batches_dropped	0
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	cp_received	7144752
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	lp_received	1020673
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	cp_sent	7144752
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	lp_sent	1020673
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	cp_dropped	0
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	lp_dropped	0
composepost	composepost-service-sbrev0-ctr-5898fb7c9c-ltq5c	send_deadline	0
